joint id: 0, measured_angle: 0.024654, target_angle: 0.024954, newest_measurement_index: 6018, sent_torque: 0.000000, measured_torque: 0.003438
joint id: 0, measured_angle: 0.024654, target_angle: 0.031854, newest_measurement_index: 6040, sent_torque: 0.020700, measured_torque: 0.005667
joint id: 1, measured_angle: -0.020488, target_angle: -0.013358, newest_measurement_index: 6100, sent_torque: 0.020491, measured_torque: 0.007636
joint id: 2, measured_angle: -0.004727, target_angle: -0.011822, newest_measurement_index: 6100, sent_torque: -0.020308, measured_torque: -0.054146
joint id: 3, measured_angle: -0.009783, target_angle: -0.002757, newest_measurement_index: 6076, sent_torque: 0.020154, measured_torque: 0.023137
joint id: 4, measured_angle: -0.008946, target_angle: -0.001955, newest_measurement_index: 6154, sent_torque: 0.019156, measured_torque: 0.011725
joint id: 5, measured_angle: 0.015866, target_angle: 0.008980, newest_measurement_index: 6154, sent_torque: -0.018931, measured_torque: -0.014275
joint id: 6, measured_angle: 0.010426, target_angle: 0.016526, newest_measurement_index: 5766, sent_torque: 0.034832, measured_torque: 0.036539
joint id: 7, measured_angle: 0.002232, target_angle: 0.009257, newest_measurement_index: 5831, sent_torque: 0.040534, measured_torque: 0.032114
joint id: 8, measured_angle: 0.025316, target_angle: 0.018221, newest_measurement_index: 5831, sent_torque: -0.020386, measured_torque: -0.016393
joint id: 0, measured_angle: 0.024654, target_angle: 0.032154, newest_measurement_index: 6040, sent_torque: 0.021600, measured_torque: 0.005667
joint id: 1, measured_angle: -0.020453, target_angle: -0.013058, newest_measurement_index: 6101, sent_torque: 0.021391, measured_torque: 0.011757
joint id: 2, measured_angle: -0.004761, target_angle: -0.012122, newest_measurement_index: 6101, sent_torque: -0.021208, measured_torque: -0.010000
joint id: 3, measured_angle: -0.009748, target_angle: -0.002457, newest_measurement_index: 6077, sent_torque: 0.021076, measured_torque: 0.019567
joint id: 4, measured_angle: -0.008946, target_angle: -0.001655, newest_measurement_index: 6155, sent_torque: 0.020971, measured_torque: 0.024447
joint id: 5, measured_angle: 0.015831, target_angle: 0.008680, newest_measurement_index: 6155, sent_torque: -0.020618, measured_torque: -0.021963
joint id: 6, measured_angle: 0.010496, target_angle: 0.016826, newest_measurement_index: 5767, sent_torque: 0.036508, measured_torque: 0.030410
joint id: 7, measured_angle: 0.002232, target_angle: 0.009557, newest_measurement_index: 5832, sent_torque: 0.040841, measured_torque: 0.036406
joint id: 8, measured_angle: 0.025316, target_angle: 0.017921, newest_measurement_index: 5832, sent_torque: -0.021286, measured_torque: -0.019961
joint id: 0, measured_angle: 0.024654, target_angle: 0.032454, newest_measurement_index: 6041, sent_torque: 0.022500, measured_torque: 0.011396
joint id: 1, measured_angle: -0.020453, target_angle: -0.012758, newest_measurement_index: 6101, sent_torque: 0.020905, measured_torque: 0.011757
joint id: 2, measured_angle: -0.004761, target_angle: -0.012422, newest_measurement_index: 6101, sent_torque: -0.021781, measured_torque: -0.010000
joint id: 3, measured_angle: -0.009748, target_angle: -0.002157, newest_measurement_index: 6078, sent_torque: 0.021539, measured_torque: 0.011206
joint id: 4, measured_angle: -0.008946, target_angle: -0.001355, newest_measurement_index: 6156, sent_torque: 0.021872, measured_torque: 0.013439
joint id: 5, measured_angle: 0.015796, target_angle: 0.008380, newest_measurement_index: 6156, sent_torque: -0.021299, measured_torque: -0.013308
joint id: 6, measured_angle: 0.010531, target_angle: 0.017126, newest_measurement_index: 5768, sent_torque: 0.037110, measured_torque: 0.028018
joint id: 7, measured_angle: 0.002232, target_angle: 0.009857, newest_measurement_index: 5833, sent_torque: 0.043909, measured_torque: 0.038077
joint id: 8, measured_angle: 0.025316, target_angle: 0.017621, newest_measurement_index: 5833, sent_torque: -0.022186, measured_torque: -0.018589
joint id: 0, measured_angle: 0.024654, target_angle: 0.032754, newest_measurement_index: 6041, sent_torque: 0.023400, measured_torque: 0.011396
joint id: 1, measured_angle: -0.020453, target_angle: -0.012458, newest_measurement_index: 6102, sent_torque: 0.021805, measured_torque: 0.014895
joint id: 2, measured_angle: -0.004796, target_angle: -0.012722, newest_measurement_index: 6102, sent_torque: -0.022681, measured_torque: -0.008585
joint id: 3, measured_angle: -0.009713, target_angle: -0.001857, newest_measurement_index: 6079, sent_torque: 0.022761, measured_torque: 0.018365
joint id: 4, measured_angle: -0.008946, target_angle: -0.001055, newest_measurement_index: 6157, sent_torque: 0.022772, measured_torque: 0.018207
joint id: 5, measured_angle: 0.015762, target_angle: 0.008080, newest_measurement_index: 6157, sent_torque: -0.022027, measured_torque: -0.025856
joint id: 6, measured_angle: 0.010601, target_angle: 0.017426, newest_measurement_index: 5770, sent_torque: 0.038592, measured_torque: 0.033622
joint id: 7, measured_angle: 0.002232, target_angle: 0.010157, newest_measurement_index: 5834, sent_torque: 0.045752, measured_torque: 0.041726
joint id: 8, measured_angle: 0.025281, target_angle: 0.017321, newest_measurement_index: 5834, sent_torque: -0.023086, measured_torque: -0.018317
joint id: 0, measured_angle: 0.024654, target_angle: 0.033054, newest_measurement_index: 6043, sent_torque: 0.024300, measured_torque: 0.008637
joint id: 1, measured_angle: -0.020453, target_angle: -0.012158, newest_measurement_index: 6102, sent_torque: 0.023899, measured_torque: 0.014895
joint id: 2, measured_angle: -0.004796, target_angle: -0.013022, newest_measurement_index: 6102, sent_torque: -0.023748, measured_torque: -0.008585
joint id: 3, measured_angle: -0.009678, target_angle: -0.001557, newest_measurement_index: 6080, sent_torque: 0.023446, measured_torque: 0.019568
joint id: 4, measured_angle: -0.008946, target_angle: -0.000755, newest_measurement_index: 6158, sent_torque: 0.023672, measured_torque: 0.016270
joint id: 5, measured_angle: 0.015727, target_angle: 0.007780, newest_measurement_index: 6158, sent_torque: -0.022734, measured_torque: -0.013439
joint id: 6, measured_angle: 0.010636, target_angle: 0.017726, newest_measurement_index: 5771, sent_torque: 0.040699, measured_torque: 0.035981
joint id: 7, measured_angle: 0.002232, target_angle: 0.010457, newest_measurement_index: 5835, sent_torque: 0.047554, measured_torque: 0.043367
joint id: 8, measured_angle: 0.025281, target_angle: 0.017021, newest_measurement_index: 5835, sent_torque: -0.023293, measured_torque: -0.015841
joint id: 0, measured_angle: 0.024654, target_angle: 0.033354, newest_measurement_index: 6043, sent_torque: 0.025200, measured_torque: 0.008637
joint id: 1, measured_angle: -0.020384, target_angle: -0.011858, newest_measurement_index: 6104, sent_torque: 0.024799, measured_torque: 0.015387
joint id: 2, measured_angle: -0.004831, target_angle: -0.013322, newest_measurement_index: 6104, sent_torque: -0.024648, measured_torque: -0.010657
joint id: 3, measured_angle: -0.009643, target_angle: -0.001257, newest_measurement_index: 6081, sent_torque: 0.023892, measured_torque: 0.020765
joint id: 4, measured_angle: -0.008946, target_angle: -0.000455, newest_measurement_index: 6159, sent_torque: 0.024572, measured_torque: 0.015823
joint id: 5, measured_angle: 0.015692, target_angle: 0.007480, newest_measurement_index: 6159, sent_torque: -0.023525, measured_torque: -0.019166
joint id: 6, measured_angle: 0.010636, target_angle: 0.018026, newest_measurement_index: 5771, sent_torque: 0.042366, measured_torque: 0.038918
joint id: 7, measured_angle: 0.002232, target_angle: 0.010757, newest_measurement_index: 5836, sent_torque: 0.049354, measured_torque: 0.036406
joint id: 8, measured_angle: 0.025246, target_angle: 0.016721, newest_measurement_index: 5836, sent_torque: -0.024753, measured_torque: -0.021887
joint id: 0, measured_angle: 0.024654, target_angle: 0.033654, newest_measurement_index: 6044, sent_torque: 0.026100, measured_torque: 0.017764
joint id: 1, measured_angle: -0.020384, target_angle: -0.011558, newest_measurement_index: 6105, sent_torque: 0.025490, measured_torque: 0.014124
joint id: 2, measured_angle: -0.004866, target_angle: -0.013622, newest_measurement_index: 6105, sent_torque: -0.025444, measured_torque: -0.012706
joint id: 3, measured_angle: -0.009643, target_angle: -0.000957, newest_measurement_index: 6082, sent_torque: 0.024395, measured_torque: 0.017168
joint id: 4, measured_angle: -0.008911, target_angle: -0.000155, newest_measurement_index: 6160, sent_torque: 0.025472, measured_torque: 0.022846
joint id: 5, measured_angle: 0.015657, target_angle: 0.007180, newest_measurement_index: 6160, sent_torque: -0.024320, measured_torque: -0.013128
joint id: 6, measured_angle: 0.010705, target_angle: 0.018326, newest_measurement_index: 5772, sent_torque: 0.044166, measured_torque: 0.053182
joint id: 7, measured_angle: 0.002232, target_angle: 0.011057, newest_measurement_index: 5837, sent_torque: 0.051154, measured_torque: 0.043383
joint id: 8, measured_angle: 0.025246, target_angle: 0.016421, newest_measurement_index: 5837, sent_torque: -0.025549, measured_torque: -0.023257
joint id: 0, measured_angle: 0.024688, target_angle: 0.033954, newest_measurement_index: 6046, sent_torque: 0.027000, measured_torque: 0.013732
joint id: 1, measured_angle: -0.020384, target_angle: -0.011258, newest_measurement_index: 6105, sent_torque: 0.026474, measured_torque: 0.014124
joint id: 2, measured_angle: -0.004866, target_angle: -0.013922, newest_measurement_index: 6105, sent_torque: -0.026113, measured_torque: -0.012706
joint id: 3, measured_angle: -0.009608, target_angle: -0.000657, newest_measurement_index: 6083, sent_torque: 0.025996, measured_torque: 0.023113
joint id: 4, measured_angle: -0.008876, target_angle: 0.000145, newest_measurement_index: 6161, sent_torque: 0.026146, measured_torque: 0.022448
joint id: 5, measured_angle: 0.015622, target_angle: 0.006880, newest_measurement_index: 6161, sent_torque: -0.025201, measured_torque: -0.024154
joint id: 6, measured_angle: 0.010705, target_angle: 0.018626, newest_measurement_index: 5773, sent_torque: 0.044887, measured_torque: 0.053182
joint id: 7, measured_angle: 0.002267, target_angle: 0.011357, newest_measurement_index: 5838, sent_torque: 0.052954, measured_torque: 0.051661
joint id: 8, measured_angle: 0.025246, target_angle: 0.016121, newest_measurement_index: 5838, sent_torque: -0.025323, measured_torque: -0.023814
joint id: 0, measured_angle: 0.024688, target_angle: 0.034254, newest_measurement_index: 6046, sent_torque: 0.027796, measured_torque: 0.013732
joint id: 1, measured_angle: -0.020384, target_angle: -0.010958, newest_measurement_index: 6106, sent_torque: 0.027374, measured_torque: 0.016061
joint id: 2, measured_angle: -0.004901, target_angle: -0.014222, newest_measurement_index: 6106, sent_torque: -0.027013, measured_torque: -0.014035
joint id: 3, measured_angle: -0.009608, target_angle: -0.000357, newest_measurement_index: 6084, sent_torque: 0.025937, measured_torque: 0.029151
joint id: 4, measured_angle: -0.008876, target_angle: 0.000445, newest_measurement_index: 6162, sent_torque: 0.025778, measured_torque: 0.027961
joint id: 5, measured_angle: 0.015587, target_angle: 0.006580, newest_measurement_index: 6162, sent_torque: -0.026001, measured_torque: -0.028520
joint id: 6, measured_angle: 0.010775, target_angle: 0.018926, newest_measurement_index: 5775, sent_torque: 0.047462, measured_torque: 0.044606
joint id: 7, measured_angle: 0.002301, target_angle: 0.011657, newest_measurement_index: 5839, sent_torque: 0.054211, measured_torque: 0.036420
joint id: 8, measured_angle: 0.025246, target_angle: 0.015821, newest_measurement_index: 5839, sent_torque: -0.027374, measured_torque: -0.029306
joint id: 0, measured_angle: 0.024688, target_angle: 0.034554, newest_measurement_index: 6047, sent_torque: 0.028696, measured_torque: 0.023905
joint id: 1, measured_angle: -0.020384, target_angle: -0.010658, newest_measurement_index: 6106, sent_torque: 0.028277, measured_torque: 0.016061
joint id: 2, measured_angle: -0.004901, target_angle: -0.014522, newest_measurement_index: 6106, sent_torque: -0.027367, measured_torque: -0.014035
joint id: 3, measured_angle: -0.009608, target_angle: -0.000057, newest_measurement_index: 6085, sent_torque: 0.027722, measured_torque: 0.026681
joint id: 4, measured_angle: -0.008841, target_angle: 0.000745, newest_measurement_index: 6163, sent_torque: 0.027919, measured_torque: 0.025957
joint id: 5, measured_angle: 0.015552, target_angle: 0.006280, newest_measurement_index: 6163, sent_torque: -0.026857, measured_torque: -0.015942
joint id: 6, measured_angle: 0.010810, target_angle: 0.019226, newest_measurement_index: 5776, sent_torque: 0.048819, measured_torque: 0.043984
joint id: 7, measured_angle: 0.002301, target_angle: 0.011957, newest_measurement_index: 5840, sent_torque: 0.055377, measured_torque: 0.050346
joint id: 8, measured_angle: 0.025246, target_angle: 0.015521, newest_measurement_index: 5840, sent_torque: -0.028277, measured_torque: -0.030122
joint id: 0, measured_angle: 0.024688, target_angle: 0.034854, newest_measurement_index: 6047, sent_torque: 0.029584, measured_torque: 0.023905
joint id: 1, measured_angle: -0.020384, target_angle: -0.010358, newest_measurement_index: 6108, sent_torque: 0.029177, measured_torque: 0.020421
joint id: 2, measured_angle: -0.004971, target_angle: -0.014822, newest_measurement_index: 6108, sent_torque: -0.028267, measured_torque: -0.023751
joint id: 3, measured_angle: -0.009608, target_angle: 0.000243, newest_measurement_index: 6086, sent_torque: 0.028653, measured_torque: 0.019571
joint id: 4, measured_angle: -0.008806, target_angle: 0.001045, newest_measurement_index: 6164, sent_torque: 0.028519, measured_torque: 0.031587
joint id: 5, measured_angle: 0.015517, target_angle: 0.005980, newest_measurement_index: 6164, sent_torque: -0.027656, measured_torque: -0.022512
joint id: 6, measured_angle: 0.010810, target_angle: 0.019526, newest_measurement_index: 5776, sent_torque: 0.049837, measured_torque: 0.043285
joint id: 7, measured_angle: 0.002371, target_angle: 0.012257, newest_measurement_index: 5841, sent_torque: 0.057873, measured_torque: 0.052366
joint id: 8, measured_angle: 0.025246, target_angle: 0.015221, newest_measurement_index: 5841, sent_torque: -0.029177, measured_torque: -0.027674
joint id: 0, measured_angle: 0.024688, target_angle: 0.035154, newest_measurement_index: 6048, sent_torque: 0.030484, measured_torque: 0.011952
joint id: 1, measured_angle: -0.020384, target_angle: -0.010058, newest_measurement_index: 6109, sent_torque: 0.030077, measured_torque: 0.017093
joint id: 2, measured_angle: -0.005005, target_angle: -0.015122, newest_measurement_index: 6109, sent_torque: -0.028725, measured_torque: -0.018933
joint id: 3, measured_angle: -0.009608, target_angle: 0.000543, newest_measurement_index: 6087, sent_torque: 0.029554, measured_torque: 0.031570
