joint id: 0, measured_angle: -0.000716, target_angle: -0.000416, newest_measurement_index: 11190, sent_torque: 0.000000, measured_torque: -0.000211
joint id: 0, measured_angle: -0.000716, target_angle: 0.006484, newest_measurement_index: 11212, sent_torque: 0.020700, measured_torque: 0.013991
joint id: 1, measured_angle: 0.107409, target_angle: 0.114435, newest_measurement_index: 11265, sent_torque: 0.020177, measured_torque: 0.017630
joint id: 2, measured_angle: -0.003506, target_angle: -0.010462, newest_measurement_index: 11265, sent_torque: -0.019662, measured_torque: -0.014026
joint id: 3, measured_angle: -0.001658, target_angle: 0.005228, newest_measurement_index: 11323, sent_torque: 0.019863, measured_torque: 0.013734
joint id: 4, measured_angle: -0.107161, target_angle: -0.100135, newest_measurement_index: 11416, sent_torque: 0.019939, measured_torque: 0.018425
joint id: 5, measured_angle: -0.002530, target_angle: -0.009555, newest_measurement_index: 11416, sent_torque: -0.020267, measured_torque: -0.023751
joint id: 6, measured_angle: -0.058510, target_angle: -0.051903, newest_measurement_index: 10936, sent_torque: 0.038231, measured_torque: 0.035570
joint id: 7, measured_angle: -0.040678, target_angle: -0.033722, newest_measurement_index: 11001, sent_torque: 0.039907, measured_torque: 0.038068
joint id: 8, measured_angle: -0.000472, target_angle: -0.007498, newest_measurement_index: 11001, sent_torque: -0.020271, measured_torque: -0.016280
joint id: 0, measured_angle: -0.000716, target_angle: 0.006784, newest_measurement_index: 11212, sent_torque: 0.021600, measured_torque: 0.013991
joint id: 1, measured_angle: 0.107409, target_angle: 0.114735, newest_measurement_index: 11267, sent_torque: 0.021077, measured_torque: 0.020126
joint id: 2, measured_angle: -0.003541, target_angle: -0.010762, newest_measurement_index: 11267, sent_torque: -0.020562, measured_torque: -0.018807
joint id: 3, measured_angle: -0.001658, target_angle: 0.005528, newest_measurement_index: 11324, sent_torque: 0.020325, measured_torque: 0.006919
joint id: 4, measured_angle: -0.107161, target_angle: -0.099835, newest_measurement_index: 11417, sent_torque: 0.021069, measured_torque: 0.020739
joint id: 5, measured_angle: -0.002530, target_angle: -0.009855, newest_measurement_index: 11417, sent_torque: -0.020253, measured_torque: -0.014385
joint id: 6, measured_angle: -0.058510, target_angle: -0.051603, newest_measurement_index: 10936, sent_torque: 0.038635, measured_torque: 0.035570
joint id: 7, measured_angle: -0.040643, target_angle: -0.033422, newest_measurement_index: 11002, sent_torque: 0.041074, measured_torque: 0.038145
joint id: 8, measured_angle: -0.000472, target_angle: -0.007798, newest_measurement_index: 11002, sent_torque: -0.020967, measured_torque: -0.021058
joint id: 0, measured_angle: -0.000751, target_angle: 0.007084, newest_measurement_index: 11214, sent_torque: 0.022500, measured_torque: 0.013885
joint id: 1, measured_angle: 0.107409, target_angle: 0.115035, newest_measurement_index: 11268, sent_torque: 0.021977, measured_torque: 0.023087
joint id: 2, measured_angle: -0.003576, target_angle: -0.011062, newest_measurement_index: 11268, sent_torque: -0.020495, measured_torque: -0.020357
joint id: 3, measured_angle: -0.001658, target_angle: 0.005828, newest_measurement_index: 11325, sent_torque: 0.021547, measured_torque: 0.019426
joint id: 4, measured_angle: -0.107126, target_angle: -0.099535, newest_measurement_index: 11418, sent_torque: 0.021977, measured_torque: 0.019727
joint id: 5, measured_angle: -0.002565, target_angle: -0.010155, newest_measurement_index: 11418, sent_torque: -0.021937, measured_torque: -0.018199
joint id: 6, measured_angle: -0.058476, target_angle: -0.051303, newest_measurement_index: 10937, sent_torque: 0.040435, measured_torque: 0.031924
joint id: 7, measured_angle: -0.040574, target_angle: -0.033122, newest_measurement_index: 11003, sent_torque: 0.042665, measured_torque: 0.041235
joint id: 8, measured_angle: -0.000472, target_angle: -0.008098, newest_measurement_index: 11003, sent_torque: -0.021867, measured_torque: -0.018317
joint id: 0, measured_angle: -0.000751, target_angle: 0.007384, newest_measurement_index: 11215, sent_torque: 0.024252, measured_torque: 0.016593
joint id: 1, measured_angle: 0.107409, target_angle: 0.115335, newest_measurement_index: 11268, sent_torque: 0.022877, measured_torque: 0.023087
joint id: 2, measured_angle: -0.003576, target_angle: -0.011362, newest_measurement_index: 11268, sent_torque: -0.022156, measured_torque: -0.020357
joint id: 3, measured_angle: -0.001623, target_angle: 0.006128, newest_measurement_index: 11326, sent_torque: 0.022458, measured_torque: 0.015673
joint id: 4, measured_angle: -0.107091, target_angle: -0.099235, newest_measurement_index: 11419, sent_torque: 0.022686, measured_torque: 0.025874
joint id: 5, measured_angle: -0.002565, target_angle: -0.010455, newest_measurement_index: 11419, sent_torque: -0.021947, measured_torque: -0.019195
joint id: 6, measured_angle: -0.058336, target_angle: -0.051003, newest_measurement_index: 10939, sent_torque: 0.042666, measured_torque: 0.034328
joint id: 7, measured_angle: -0.040504, target_angle: -0.032822, newest_measurement_index: 11004, sent_torque: 0.043240, measured_torque: 0.042051
joint id: 8, measured_angle: -0.000507, target_angle: -0.008398, newest_measurement_index: 11004, sent_torque: -0.022877, measured_torque: -0.021925
joint id: 0, measured_angle: -0.000751, target_angle: 0.007684, newest_measurement_index: 11217, sent_torque: 0.024467, measured_torque: 0.022050
joint id: 1, measured_angle: 0.107409, target_angle: 0.115635, newest_measurement_index: 11269, sent_torque: 0.023777, measured_torque: 0.037262
joint id: 2, measured_angle: -0.003576, target_angle: -0.011662, newest_measurement_index: 11269, sent_torque: -0.023056, measured_torque: -0.018467
joint id: 3, measured_angle: -0.001588, target_angle: 0.006428, newest_measurement_index: 11327, sent_torque: 0.023167, measured_torque: 0.020476
joint id: 4, measured_angle: -0.107091, target_angle: -0.098935, newest_measurement_index: 11420, sent_torque: 0.022818, measured_torque: 0.031477
joint id: 5, measured_angle: -0.002599, target_angle: -0.010755, newest_measurement_index: 11420, sent_torque: -0.023632, measured_torque: -0.022815
joint id: 6, measured_angle: -0.058336, target_angle: -0.050703, newest_measurement_index: 10939, sent_torque: 0.042986, measured_torque: 0.034328
joint id: 7, measured_angle: -0.040399, target_angle: -0.032522, newest_measurement_index: 11005, sent_torque: 0.044886, measured_torque: 0.042027
joint id: 8, measured_angle: -0.000507, target_angle: -0.008698, newest_measurement_index: 11005, sent_torque: -0.023084, measured_torque: -0.019763
joint id: 0, measured_angle: -0.000751, target_angle: 0.007984, newest_measurement_index: 11217, sent_torque: 0.025305, measured_torque: 0.022050
joint id: 1, measured_angle: 0.107409, target_angle: 0.115935, newest_measurement_index: 11270, sent_torque: 0.024677, measured_torque: 0.025033
joint id: 2, measured_angle: -0.003611, target_angle: -0.011962, newest_measurement_index: 11270, sent_torque: -0.024244, measured_torque: -0.023942
joint id: 3, measured_angle: -0.001588, target_angle: 0.006728, newest_measurement_index: 11328, sent_torque: 0.023393, measured_torque: 0.020711
joint id: 4, measured_angle: -0.107056, target_angle: -0.098635, newest_measurement_index: 11421, sent_torque: 0.024406, measured_torque: 0.021061
joint id: 5, measured_angle: -0.002599, target_angle: -0.011055, newest_measurement_index: 11421, sent_torque: -0.024251, measured_torque: -0.003285
joint id: 6, measured_angle: -0.058232, target_angle: -0.050403, newest_measurement_index: 10941, sent_torque: 0.044786, measured_torque: 0.040406
joint id: 7, measured_angle: -0.040330, target_angle: -0.032222, newest_measurement_index: 11006, sent_torque: 0.045885, measured_torque: 0.037917
joint id: 8, measured_angle: -0.000507, target_angle: -0.008998, newest_measurement_index: 11006, sent_torque: -0.024544, measured_torque: -0.019839
joint id: 0, measured_angle: -0.000751, target_angle: 0.008284, newest_measurement_index: 11218, sent_torque: 0.026205, measured_torque: 0.023745
joint id: 1, measured_angle: 0.107444, target_angle: 0.116235, newest_measurement_index: 11271, sent_torque: 0.025577, measured_torque: 0.025033
joint id: 2, measured_angle: -0.003611, target_angle: -0.012262, newest_measurement_index: 11271, sent_torque: -0.024944, measured_torque: -0.023942
joint id: 3, measured_angle: -0.001553, target_angle: 0.007028, newest_measurement_index: 11329, sent_torque: 0.024927, measured_torque: 0.024126
joint id: 4, measured_angle: -0.107056, target_angle: -0.098335, newest_measurement_index: 11422, sent_torque: 0.024928, measured_torque: 0.025604
joint id: 5, measured_angle: -0.002634, target_angle: -0.011355, newest_measurement_index: 11422, sent_torque: -0.025357, measured_torque: -0.012662
joint id: 6, measured_angle: -0.058162, target_angle: -0.050103, newest_measurement_index: 10942, sent_torque: 0.046402, measured_torque: 0.028454
joint id: 7, measured_angle: -0.040190, target_angle: -0.031922, newest_measurement_index: 11007, sent_torque: 0.047668, measured_torque: 0.038160
joint id: 8, measured_angle: -0.000507, target_angle: -0.009298, newest_measurement_index: 11007, sent_torque: -0.025471, measured_torque: -0.022152
joint id: 0, measured_angle: -0.000751, target_angle: 0.008584, newest_measurement_index: 11220, sent_torque: 0.027105, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107444, target_angle: 0.116535, newest_measurement_index: 11272, sent_torque: 0.026134, measured_torque: 0.023959
joint id: 2, measured_angle: -0.003646, target_angle: -0.012562, newest_measurement_index: 11272, sent_torque: -0.025949, measured_torque: -0.025402
joint id: 3, measured_angle: -0.001518, target_angle: 0.007328, newest_measurement_index: 11330, sent_torque: 0.025623, measured_torque: 0.027159
joint id: 4, measured_angle: -0.107022, target_angle: -0.098035, newest_measurement_index: 11423, sent_torque: 0.026152, measured_torque: 0.023109
joint id: 5, measured_angle: -0.002634, target_angle: -0.011655, newest_measurement_index: 11423, sent_torque: -0.026009, measured_torque: -0.017253
joint id: 6, measured_angle: -0.058162, target_angle: -0.049803, newest_measurement_index: 10942, sent_torque: 0.047778, measured_torque: 0.028454
joint id: 7, measured_angle: -0.040086, target_angle: -0.031622, newest_measurement_index: 11008, sent_torque: 0.047847, measured_torque: 0.045865
joint id: 8, measured_angle: -0.000507, target_angle: -0.009598, newest_measurement_index: 11008, sent_torque: -0.026372, measured_torque: -0.025772
joint id: 0, measured_angle: -0.000751, target_angle: 0.008884, newest_measurement_index: 11220, sent_torque: 0.028005, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.116835, newest_measurement_index: 11274, sent_torque: 0.027264, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.012862, newest_measurement_index: 11274, sent_torque: -0.026596, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001484, target_angle: 0.007628, newest_measurement_index: 11331, sent_torque: 0.026203, measured_torque: 0.026479
joint id: 4, measured_angle: -0.107022, target_angle: -0.097735, newest_measurement_index: 11424, sent_torque: 0.026788, measured_torque: 0.023434
joint id: 5, measured_angle: -0.002669, target_angle: -0.011955, newest_measurement_index: 11424, sent_torque: -0.027056, measured_torque: -0.030281
joint id: 6, measured_angle: -0.057987, target_angle: -0.049503, newest_measurement_index: 10944, sent_torque: 0.049578, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.031322, newest_measurement_index: 11009, sent_torque: 0.049043, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.009898, newest_measurement_index: 11009, sent_torque: -0.027272, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.009184, newest_measurement_index: 11220, sent_torque: 0.028905, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.117135, newest_measurement_index: 11274, sent_torque: 0.027414, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.013162, newest_measurement_index: 11274, sent_torque: -0.027537, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001484, target_angle: 0.007928, newest_measurement_index: 11332, sent_torque: 0.026043, measured_torque: 0.028843
joint id: 4, measured_angle: -0.107022, target_angle: -0.097435, newest_measurement_index: 11425, sent_torque: 0.027853, measured_torque: 0.025932
joint id: 5, measured_angle: -0.002704, target_angle: -0.012255, newest_measurement_index: 11425, sent_torque: -0.027749, measured_torque: -0.025148
joint id: 6, measured_angle: -0.057987, target_angle: -0.049203, newest_measurement_index: 10944, sent_torque: 0.049583, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.031022, newest_measurement_index: 11009, sent_torque: 0.051173, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.010198, newest_measurement_index: 11009, sent_torque: -0.028172, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.009484, newest_measurement_index: 11220, sent_torque: 0.029805, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.117435, newest_measurement_index: 11274, sent_torque: 0.028314, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.013462, newest_measurement_index: 11274, sent_torque: -0.028437, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001449, target_angle: 0.008228, newest_measurement_index: 11333, sent_torque: 0.028191, measured_torque: 0.031420
joint id: 4, measured_angle: -0.107022, target_angle: -0.097135, newest_measurement_index: 11426, sent_torque: 0.028758, measured_torque: 0.034790
joint id: 5, measured_angle: -0.002704, target_angle: -0.012555, newest_measurement_index: 11426, sent_torque: -0.028060, measured_torque: -0.024598
joint id: 6, measured_angle: -0.057987, target_angle: -0.048903, newest_measurement_index: 10944, sent_torque: 0.051383, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.030722, newest_measurement_index: 11009, sent_torque: 0.052973, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.010498, newest_measurement_index: 11009, sent_torque: -0.029072, measured_torque: -0.023384
