joint id: 0, measured_angle: -0.002390, target_angle: -0.002090, newest_measurement_index: 10850, sent_torque: 0.000000, measured_torque: 0.008535
joint id: 0, measured_angle: -0.001972, target_angle: 0.004810, newest_measurement_index: 10926, sent_torque: 0.032169, measured_torque: 0.019460
joint id: 1, measured_angle: -0.116471, target_angle: -0.109655, newest_measurement_index: 11075, sent_torque: 0.031834, measured_torque: 0.023717
joint id: 2, measured_angle: -0.002565, target_angle: -0.009451, newest_measurement_index: 11075, sent_torque: -0.032279, measured_torque: -0.017272
joint id: 3, measured_angle: 0.010896, target_angle: 0.018096, newest_measurement_index: 11205, sent_torque: 0.020700, measured_torque: 0.019378
joint id: 4, measured_angle: -0.001902, target_angle: 0.005124, newest_measurement_index: 11256, sent_torque: 0.020177, measured_torque: 0.019269
joint id: 5, measured_angle: -0.001728, target_angle: -0.008753, newest_measurement_index: 11256, sent_torque: -0.019981, measured_torque: -0.021584
joint id: 6, measured_angle: -0.000507, target_angle: 0.006100, newest_measurement_index: 10791, sent_torque: 0.037696, measured_torque: 0.034293
joint id: 7, measured_angle: -0.108676, target_angle: -0.101860, newest_measurement_index: 10842, sent_torque: 0.038984, measured_torque: 0.032818
joint id: 8, measured_angle: -0.000472, target_angle: -0.007533, newest_measurement_index: 10842, sent_torque: -0.020384, measured_torque: -0.015999
joint id: 0, measured_angle: -0.001972, target_angle: 0.005110, newest_measurement_index: 10927, sent_torque: 0.033900, measured_torque: 0.022969
joint id: 1, measured_angle: -0.116471, target_angle: -0.109355, newest_measurement_index: 11076, sent_torque: 0.034080, measured_torque: 0.020017
joint id: 2, measured_angle: -0.002599, target_angle: -0.009751, newest_measurement_index: 11076, sent_torque: -0.034215, measured_torque: -0.030671
joint id: 3, measured_angle: 0.010896, target_angle: 0.018396, newest_measurement_index: 11206, sent_torque: 0.021600, measured_torque: 0.019734
joint id: 4, measured_angle: -0.001902, target_angle: 0.005424, newest_measurement_index: 11257, sent_torque: 0.021077, measured_torque: 0.029947
joint id: 5, measured_angle: -0.001728, target_angle: -0.009053, newest_measurement_index: 11257, sent_torque: -0.020777, measured_torque: -0.061005
joint id: 6, measured_angle: -0.000507, target_angle: 0.006400, newest_measurement_index: 10791, sent_torque: 0.039461, measured_torque: 0.034293
joint id: 7, measured_angle: -0.108572, target_angle: -0.101560, newest_measurement_index: 10843, sent_torque: 0.040105, measured_torque: 0.036437
joint id: 8, measured_angle: -0.000472, target_angle: -0.007833, newest_measurement_index: 10843, sent_torque: -0.020358, measured_torque: -0.004932
joint id: 0, measured_angle: -0.001972, target_angle: 0.005410, newest_measurement_index: 10927, sent_torque: 0.035408, measured_torque: 0.022969
joint id: 1, measured_angle: -0.116437, target_angle: -0.109055, newest_measurement_index: 11077, sent_torque: 0.035582, measured_torque: 0.024842
joint id: 2, measured_angle: -0.002599, target_angle: -0.010051, newest_measurement_index: 11077, sent_torque: -0.034593, measured_torque: -0.027794
joint id: 3, measured_angle: 0.010896, target_angle: 0.018696, newest_measurement_index: 11207, sent_torque: 0.022500, measured_torque: 0.019378
joint id: 4, measured_angle: -0.001867, target_angle: 0.005724, newest_measurement_index: 11258, sent_torque: 0.021977, measured_torque: 0.019931
joint id: 5, measured_angle: -0.001763, target_angle: -0.009353, newest_measurement_index: 11258, sent_torque: -0.021962, measured_torque: -0.017652
joint id: 6, measured_angle: -0.000437, target_angle: 0.006700, newest_measurement_index: 10793, sent_torque: 0.041261, measured_torque: 0.038260
joint id: 7, measured_angle: -0.108467, target_angle: -0.101260, newest_measurement_index: 10844, sent_torque: 0.040343, measured_torque: 0.036398
joint id: 8, measured_angle: -0.000507, target_angle: -0.008133, newest_measurement_index: 10844, sent_torque: -0.022042, measured_torque: -0.022147
joint id: 0, measured_angle: -0.001937, target_angle: 0.005710, newest_measurement_index: 10929, sent_torque: 0.036908, measured_torque: 0.014778
joint id: 1, measured_angle: -0.116437, target_angle: -0.108755, newest_measurement_index: 11077, sent_torque: 0.036441, measured_torque: 0.024842
joint id: 2, measured_angle: -0.002599, target_angle: -0.010351, newest_measurement_index: 11077, sent_torque: -0.037200, measured_torque: -0.027794
joint id: 3, measured_angle: 0.010896, target_angle: 0.018996, newest_measurement_index: 11208, sent_torque: 0.023400, measured_torque: 0.019734
joint id: 4, measured_angle: -0.001832, target_angle: 0.006024, newest_measurement_index: 11260, sent_torque: 0.022119, measured_torque: 0.022558
joint id: 5, measured_angle: -0.001797, target_angle: -0.009653, newest_measurement_index: 11260, sent_torque: -0.022618, measured_torque: -0.022904
joint id: 6, measured_angle: -0.000403, target_angle: 0.007000, newest_measurement_index: 10794, sent_torque: 0.042734, measured_torque: 0.040393
joint id: 7, measured_angle: -0.108362, target_angle: -0.100960, newest_measurement_index: 10845, sent_torque: 0.041314, measured_torque: 0.039027
joint id: 8, measured_angle: -0.000507, target_angle: -0.008433, newest_measurement_index: 10845, sent_torque: -0.022202, measured_torque: -0.021849
joint id: 0, measured_angle: -0.001937, target_angle: 0.006010, newest_measurement_index: 10929, sent_torque: 0.038233, measured_torque: 0.014778
joint id: 1, measured_angle: -0.116437, target_angle: -0.108455, newest_measurement_index: 11077, sent_torque: 0.037941, measured_torque: 0.024842
joint id: 2, measured_angle: -0.002599, target_angle: -0.010651, newest_measurement_index: 11077, sent_torque: -0.038700, measured_torque: -0.027794
joint id: 3, measured_angle: 0.010896, target_angle: 0.019296, newest_measurement_index: 11209, sent_torque: 0.024300, measured_torque: 0.023203
joint id: 4, measured_angle: -0.001797, target_angle: 0.006324, newest_measurement_index: 11261, sent_torque: 0.023397, measured_torque: 0.024138
joint id: 5, measured_angle: -0.001797, target_angle: -0.009953, newest_measurement_index: 11261, sent_torque: -0.023527, measured_torque: -0.014531
joint id: 6, measured_angle: -0.000403, target_angle: 0.007300, newest_measurement_index: 10794, sent_torque: 0.044291, measured_torque: 0.040393
joint id: 7, measured_angle: -0.108362, target_angle: -0.100660, newest_measurement_index: 10845, sent_torque: 0.042979, measured_torque: 0.039027
joint id: 8, measured_angle: -0.000507, target_angle: -0.008733, newest_measurement_index: 10845, sent_torque: -0.023699, measured_torque: -0.021849
joint id: 0, measured_angle: -0.001937, target_angle: 0.006310, newest_measurement_index: 10929, sent_torque: 0.039733, measured_torque: 0.014778
joint id: 1, measured_angle: -0.116437, target_angle: -0.108155, newest_measurement_index: 11077, sent_torque: 0.039441, measured_torque: 0.024842
joint id: 2, measured_angle: -0.002599, target_angle: -0.010951, newest_measurement_index: 11077, sent_torque: -0.040200, measured_torque: -0.027794
joint id: 3, measured_angle: 0.010896, target_angle: 0.019596, newest_measurement_index: 11210, sent_torque: 0.025200, measured_torque: 0.025014
joint id: 4, measured_angle: -0.001797, target_angle: 0.006624, newest_measurement_index: 11262, sent_torque: 0.023704, measured_torque: 0.027018
joint id: 5, measured_angle: -0.001832, target_angle: -0.010253, newest_measurement_index: 11262, sent_torque: -0.024466, measured_torque: -0.022863
joint id: 6, measured_angle: -0.000403, target_angle: 0.007600, newest_measurement_index: 10794, sent_torque: 0.046091, measured_torque: 0.040393
joint id: 7, measured_angle: -0.108362, target_angle: -0.100360, newest_measurement_index: 10845, sent_torque: 0.044779, measured_torque: 0.039027
joint id: 8, measured_angle: -0.000507, target_angle: -0.009033, newest_measurement_index: 10845, sent_torque: -0.024599, measured_torque: -0.021849
joint id: 0, measured_angle: -0.001937, target_angle: 0.006610, newest_measurement_index: 10929, sent_torque: 0.041233, measured_torque: 0.014778
joint id: 1, measured_angle: -0.116437, target_angle: -0.107855, newest_measurement_index: 11077, sent_torque: 0.040941, measured_torque: 0.024842
joint id: 2, measured_angle: -0.002599, target_angle: -0.011251, newest_measurement_index: 11077, sent_torque: -0.041700, measured_torque: -0.027794
joint id: 3, measured_angle: 0.010896, target_angle: 0.019896, newest_measurement_index: 11211, sent_torque: 0.026100, measured_torque: 0.023203
joint id: 4, measured_angle: -0.001763, target_angle: 0.006924, newest_measurement_index: 11263, sent_torque: 0.025240, measured_torque: 0.024139
joint id: 5, measured_angle: -0.001832, target_angle: -0.010553, newest_measurement_index: 11263, sent_torque: -0.024843, measured_torque: -0.044341
joint id: 6, measured_angle: -0.000403, target_angle: 0.007900, newest_measurement_index: 10794, sent_torque: 0.047891, measured_torque: 0.040393
joint id: 7, measured_angle: -0.108362, target_angle: -0.100060, newest_measurement_index: 10845, sent_torque: 0.046579, measured_torque: 0.039027
joint id: 8, measured_angle: -0.000507, target_angle: -0.009333, newest_measurement_index: 10845, sent_torque: -0.025499, measured_torque: -0.021849
joint id: 0, measured_angle: -0.001937, target_angle: 0.006910, newest_measurement_index: 10929, sent_torque: 0.042733, measured_torque: 0.014778
joint id: 1, measured_angle: -0.116437, target_angle: -0.107555, newest_measurement_index: 11077, sent_torque: 0.042441, measured_torque: 0.024842
joint id: 2, measured_angle: -0.002599, target_angle: -0.011551, newest_measurement_index: 11077, sent_torque: -0.043200, measured_torque: -0.027794
joint id: 3, measured_angle: 0.010896, target_angle: 0.020196, newest_measurement_index: 11212, sent_torque: 0.027000, measured_torque: 0.029374
joint id: 4, measured_angle: -0.001763, target_angle: 0.007224, newest_measurement_index: 11264, sent_torque: 0.025971, measured_torque: 0.024920
joint id: 5, measured_angle: -0.001832, target_angle: -0.010853, newest_measurement_index: 11264, sent_torque: -0.026143, measured_torque: -0.023455
joint id: 6, measured_angle: -0.000403, target_angle: 0.008200, newest_measurement_index: 10794, sent_torque: 0.049691, measured_torque: 0.040393
joint id: 7, measured_angle: -0.108362, target_angle: -0.099760, newest_measurement_index: 10845, sent_torque: 0.048379, measured_torque: 0.039027
joint id: 8, measured_angle: -0.000507, target_angle: -0.009633, newest_measurement_index: 10845, sent_torque: -0.026399, measured_torque: -0.021849
joint id: 0, measured_angle: -0.001937, target_angle: 0.007210, newest_measurement_index: 10929, sent_torque: 0.044233, measured_torque: 0.014778
joint id: 1, measured_angle: -0.116437, target_angle: -0.107255, newest_measurement_index: 11077, sent_torque: 0.043941, measured_torque: 0.024842
joint id: 2, measured_angle: -0.002599, target_angle: -0.011851, newest_measurement_index: 11077, sent_torque: -0.044700, measured_torque: -0.027794
joint id: 3, measured_angle: 0.010896, target_angle: 0.020496, newest_measurement_index: 11213, sent_torque: 0.027900, measured_torque: 0.015373
joint id: 4, measured_angle: -0.001728, target_angle: 0.007524, newest_measurement_index: 11265, sent_torque: 0.026956, measured_torque: 0.030909
joint id: 5, measured_angle: -0.001867, target_angle: -0.011153, newest_measurement_index: 11265, sent_torque: -0.027062, measured_torque: -0.022369
joint id: 6, measured_angle: -0.000403, target_angle: 0.008500, newest_measurement_index: 10794, sent_torque: 0.051491, measured_torque: 0.040393
joint id: 7, measured_angle: -0.108362, target_angle: -0.099460, newest_measurement_index: 10845, sent_torque: 0.050179, measured_torque: 0.039027
joint id: 8, measured_angle: -0.000507, target_angle: -0.009933, newest_measurement_index: 10845, sent_torque: -0.027299, measured_torque: -0.021849
joint id: 0, measured_angle: -0.001937, target_angle: 0.007510, newest_measurement_index: 10929, sent_torque: 0.045733, measured_torque: 0.014778
joint id: 1, measured_angle: -0.116437, target_angle: -0.106955, newest_measurement_index: 11077, sent_torque: 0.045441, measured_torque: 0.024842
joint id: 2, measured_angle: -0.002599, target_angle: -0.012151, newest_measurement_index: 11077, sent_torque: -0.046200, measured_torque: -0.027794
joint id: 3, measured_angle: 0.010896, target_angle: 0.020796, newest_measurement_index: 11214, sent_torque: 0.028800, measured_torque: 0.027028
joint id: 4, measured_angle: -0.001728, target_angle: 0.007824, newest_measurement_index: 11266, sent_torque: 0.027584, measured_torque: 0.027021
joint id: 5, measured_angle: -0.001867, target_angle: -0.011453, newest_measurement_index: 11266, sent_torque: -0.027186, measured_torque: -0.011275
joint id: 6, measured_angle: -0.000403, target_angle: 0.008800, newest_measurement_index: 10794, sent_torque: 0.053291, measured_torque: 0.040393
joint id: 7, measured_angle: -0.108362, target_angle: -0.099160, newest_measurement_index: 10845, sent_torque: 0.051979, measured_torque: 0.039027
joint id: 8, measured_angle: -0.000507, target_angle: -0.010233, newest_measurement_index: 10845, sent_torque: -0.028199, measured_torque: -0.021849
joint id: 0, measured_angle: -0.001937, target_angle: 0.007810, newest_measurement_index: 10929, sent_torque: 0.047233, measured_torque: 0.014778
joint id: 1, measured_angle: -0.116437, target_angle: -0.106655, newest_measurement_index: 11077, sent_torque: 0.046941, measured_torque: 0.024842
joint id: 2, measured_angle: -0.002599, target_angle: -0.012451, newest_measurement_index: 11077, sent_torque: -0.047700, measured_torque: -0.027794
joint id: 3, measured_angle: 0.010930, target_angle: 0.021096, newest_measurement_index: 11215, sent_torque: 0.029700, measured_torque: 0.020275
joint id: 4, measured_angle: -0.001728, target_angle: 0.008124, newest_measurement_index: 11267, sent_torque: 0.028648, measured_torque: 0.027256
joint id: 5, measured_angle: -0.001867, target_angle: -0.011753, newest_measurement_index: 11267, sent_torque: -0.028680, measured_torque: 0.001288
joint id: 6, measured_angle: -0.000403, target_angle: 0.009100, newest_measurement_index: 10794, sent_torque: 0.055091, measured_torque: 0.040393
joint id: 7, measured_angle: -0.108362, target_angle: -0.098860, newest_measurement_index: 10845, sent_torque: 0.053779, measured_torque: 0.039027
joint id: 8, measured_angle: -0.000507, target_angle: -0.010533, newest_measurement_index: 10845, sent_torque: -0.029099, measured_torque: -0.021849
